编号,物品名,物品名无用1,物品名无用2,物品名无用3,物品名无用4,物品名无用5,物品名无用6,物品名无用7,物品名无用8,物品名无用9,物品名无用10,物品说明,练出武功,暗器动画编号,使用人,装备类型,显示物品说明,物品类型,未知5,未知6,未知7,加生命,加生命最大值,加中毒解毒,加体力,改变内力性质,加内力,加内力最大值,加攻击力,加轻功,加防御力,加医疗,加使毒,加解毒,加抗毒,加拳掌,加御剑,加耍刀,加特殊兵器,加暗器技巧,加武学常识,加品德,加左右互搏,加攻击带毒,仅修炼人物,需内力性质,需内力,需攻击力,需轻功,需用毒,需医疗,需解毒,需拳掌,需御剑,需耍刀,需特殊兵器,需暗器,需资质,需经验,练出物品需经验,需材料,练出物品1,练出物品2,练出物品3,练出物品4,练出物品5,练出物品数量1,练出物品数量2,练出物品数量3,练出物品数量4,练出物品数量5
74,乾坤大挪移,-20816,23465,27300,-16466,-16718,0,0,0,0,0,明教武功心法,97,-1,-1,-1,1,2,1,-1,-1,0,15,0,0,-1,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,750,0,0,0,0,0,0,0,0,0,0,50,250,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
75,小無相功,28836,19637,-9300,23717,0,0,0,0,0,0,無相，就是沒臉的意思,98,-1,-1,-1,1,2,1,-1,-1,0,5,0,0,2,0,55,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,2,900,0,0,0,0,0,0,0,0,0,0,0,210,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
76,純陽無極功,-15697,-22602,19637,-23113,23717,0,0,0,0,0,張三豐用它開創了武當一派,99,-1,-1,-1,1,2,1,-1,-1,0,12,0,0,-1,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,950,0,0,0,0,0,0,0,0,0,0,0,210,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
77,先天功秘笈,-603,-11868,23717,-19025,17619,0,0,0,0,0,中神通王重陽的成名絕學,100,-1,-1,-1,1,2,1,-1,-1,0,15,0,0,-1,0,120,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1100,0,0,0,0,0,0,0,0,0,0,0,230,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
78,辟邪劍譜,16569,-18264,17340,-12093,0,0,0,0,0,0,修習者斷子絕孫,48,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
79,八荒六合功,19364,-4433,-17500,22694,23717,0,0,0,0,0,八荒六合，唯我獨尊,101,-1,-1,-1,1,2,1,-1,-1,0,20,0,0,-1,0,85,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1150,0,0,0,0,0,0,0,0,0,0,70,230,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
80,太玄經,-11356,-14171,26552,0,0,0,0,0,0,0,誰能書閣下，白首太玄經,102,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,60,2,1,2,0,0,0,0,2,2,2,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,-30,70,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
81,龍象般若功,29632,18614,-5201,22957,23717,0,0,0,0,0,西藏密宗絕學,103,-1,-1,-1,1,2,1,-1,-1,0,15,0,0,-1,0,90,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1350,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
82,逆運真經,26288,17081,30127,26552,0,0,0,0,0,0,郭靖亂寫，歐陽鋒胡練,104,-1,-1,-1,1,2,1,-1,-1,0,-5,0,0,-1,0,40,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1350,0,0,0,0,0,0,0,0,0,0,80,250,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
83,九陽真經,17828,-22602,30127,26552,0,0,0,0,0,0,至高無上之武功寶典,106,-1,-1,-1,1,2,1,-1,-1,0,20,0,0,-1,0,220,1,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,1,1500,0,0,0,0,0,0,0,0,0,0,0,300,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
84,九陰真經,17828,-20045,30127,26552,0,0,0,0,0,0,至高無上之武功寶典,107,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,110,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1500,0,0,0,0,0,0,0,0,0,0,0,300,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
85,易筋經,-2391,-21323,26552,0,0,0,0,0,0,0,至高無上之武功寶典,108,-1,-1,-1,1,2,1,-1,-1,0,30,0,0,2,0,175,2,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,2,1500,0,0,0,0,0,0,0,0,0,0,0,300,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
86,降龍十八掌,-20307,29632,20900,19364,30900,0,0,0,0,0,天下至剛至陽的掌法,26,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,80,0,0,0,0,0,280,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
87,黯然銷魂掌,26309,19893,20670,-4421,30900,0,0,0,0,0,楊過自創的強力掌法,25,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,80,0,0,0,0,0,240,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
88,須彌山神掌,-18506,-20032,29604,-21585,30900,2573,0,0,0,0,少林七十二絕技之一,24,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,-1,1,0,0,0,0,0,0,80,0,0,0,0,0,220,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
89,七傷拳譜,17316,-13386,-20050,2573,-12093,0,0,0,0,0,內力不高者莫要修煉,23,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,80,0,0,0,0,0,220,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
90,大金剛掌法,27300,-2134,-5971,30900,27562,0,0,0,0,0,少林七十二絕技之一,22,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,80,0,0,0,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
91,玄冥神掌,-14171,-8275,-21585,30900,0,0,0,0,0,0,失傳已久的陰毒掌法,21,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,80,0,0,0,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
92,龍爪手,29632,-2396,-7516,0,0,0,0,0,0,0,少林七十二絕技之一,20,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,70,0,0,0,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
93,葵花寶典,-21832,-7766,24516,-6744,0,0,0,0,0,0,今天你宮了沒有？,105,-1,-1,-1,1,2,1,-1,-1,0,-10,0,0,0,0,50,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
94,幻陰指法,-9308,-20045,-853,27562,0,0,0,0,0,0,成昆的陰毒指功,19,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,70,0,0,0,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
95,彈指神通,30140,-853,-21585,29107,0,0,0,0,0,0,東邪黃藥師的絕學,18,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,60,0,0,0,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
96,一陽指法,16548,-22602,-853,27562,0,0,0,0,0,0,大理段氏的絕學,17,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,60,0,0,0,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
97,太極拳經,-11356,-23113,-20050,26552,0,0,0,0,0,0,張三豐所創，四兩撥千斤,16,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,50,0,0,0,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
98,空明拳譜,-14934,-1367,-20050,-12093,0,0,0,0,0,0,老頑童周伯通的拳法,15,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,50,0,0,0,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
99,天山折梅手,-11868,29604,-5721,-2383,-7516,0,0,0,0,0,逍遙派高級掌法,14,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,50,0,0,0,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
100,鐵掌掌譜,19397,30900,30900,-12093,0,0,0,0,0,0,鐵掌幫絕技,13,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,40,0,0,0,0,0,120,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
101,落英神劍掌,-22344,24237,-21585,17340,30900,0,0,0,0,0,桃花英落飛神劍,12,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,40,0,0,0,0,70,120,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
102,九陰白骨爪,17828,-20045,-10843,-22096,-2396,0,0,0,0,0,黑風雙煞的成名絕技,11,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,40,0,0,0,0,0,120,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
103,百花錯拳,-13658,-7766,-1601,-20050,0,0,0,0,0,0,錯上加錯，一錯再錯,10,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,30,0,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
104,白駝雪山掌,-10843,28094,-18509,29604,30900,0,0,0,0,0,白駝山絕技,9,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,30,0,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
105,天山六陽掌,-11868,29604,-17500,-22602,30900,0,0,0,0,0,逍遙派初級掌法,8,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,30,0,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
106,綿掌掌譜,-1862,30900,30900,-12093,0,0,0,0,0,0,武當派初級掌法,7,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,15,0,0,0,0,0,70,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
107,天羅地網掌,-11868,-17981,24998,-2886,30900,0,0,0,0,0,古墓派初級掌法,6,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
108,寒冰綿掌,18612,17062,-1862,30900,0,0,0,0,0,0,韋一笑成名絕技,5,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
109,鷹爪功法,20166,-2396,23717,27562,0,0,0,0,0,0,白眉鷹王的武功,4,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,45,0,0,0,0,0,130,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
110,五毒秘傳,-21084,29356,-19025,-14410,2573,0,0,0,0,0,李莫愁的成名絕技,3,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,10,0,0,0,0,0,60,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
111,逍遙游拳譜,28851,-17477,-6732,-20050,-12093,0,0,0,0,0,誰練誰逍遙,2,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,-1,2,0,0,0,0,0,0,20,0,0,0,0,0,40,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
112,羅漢拳譜,-17981,32442,-20050,-12093,0,0,0,0,0,0,少林派入門拳法,1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
113,六脈神劍,-17500,-8273,-21585,17340,0,0,0,0,0,0,天下第一劍！,49,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,3000,0,0,0,0,0,0,0,0,0,0,0,280,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
114,獨孤九劍,22463,29865,17828,17340,0,0,0,0,0,0,無招勝有招,47,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,80,0,0,0,80,220,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
115,太極劍法,-11356,-23113,17340,27562,0,0,0,0,0,0,張三豐所創,46,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,80,0,0,0,0,220,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
116,玄鐵劍法,-14171,19397,17340,27562,0,0,0,0,0,0,重劍無鋒，大巧不工,45,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,80,0,0,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
117,苗家劍法,23981,25006,17340,27562,0,0,0,0,0,0,老苗家的劍法,44,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,80,0,0,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
118,斗轉星移,-6492,-7998,20652,-16718,0,0,0,0,0,0,以彼之道，還施彼身,43,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,70,0,0,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
119,玉女素心劍法,-13915,27556,-16209,-8284,17340,27562,0,0,0,0,古墓派靈巧劍法,42,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,70,0,0,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
120,滅絕劍譜,-16201,-19275,17340,-12093,0,0,0,0,0,0,滅絕師太所創劍法,41,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,60,0,0,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
121,金蛇劍法,-2134,17587,17340,27562,0,0,0,0,0,0,根據仿生學原理所創,40,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,60,0,0,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
122,七星劍譜,17316,20652,17340,-12093,0,0,0,0,0,0,全真派劍法,39,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,50,0,0,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
123,玉簫劍法,-13915,-21054,17340,27562,0,0,0,0,0,0,即可練劍，又可吹簫,38,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,50,0,0,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
124,兩儀劍譜,-7512,-2373,17340,-12093,0,0,0,0,0,0,昆侖派絕學，仙都派也用,37,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,40,0,0,0,0,120,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
125,柔云劍譜,22700,-21852,17340,-12093,0,0,0,0,0,0,武當派的劍術,36,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,40,0,0,0,0,120,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
126,雪山劍譜,-18509,29604,17340,-12093,0,0,0,0,0,0,雪山派的劍法,35,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
127,太岳三青峰,-11356,-22359,21668,17323,28846,0,0,0,0,0,華山派的劍法,34,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,20,0,0,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
128,萬岳朝宗,21944,-22359,-15692,30377,0,0,0,0,0,0,嵩山派的劍法,33,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,30,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
129,云霧十三式,-21852,-1341,20900,21668,-24154,0,0,0,0,0,衡山派的劍法,32,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,30,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
130,泰山十八盤,-2642,29604,20900,19364,19645,0,0,0,0,0,泰山派的劍法,31,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,30,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
131,萬花劍法,21944,-7766,17340,27562,0,0,0,0,0,0,恒山派的劍法,30,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,20,0,0,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
132,三分劍術,21668,-16220,17340,20147,0,0,0,0,0,0,天山雙鷹的絕學,29,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
133,雷震劍法,28857,24510,17340,27562,0,0,0,0,0,0,棋仙派劍法，天龍門也用,28,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,20,0,0,0,0,40,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
134,松風劍法,20906,-18515,17340,27562,0,0,0,0,0,0,傳說中最弱的劍法,27,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
135,火焰刀法,-2652,19381,19876,27562,0,0,0,0,0,0,鳩摩智的絕學,66,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,80,0,0,0,190,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
136,胡家刀法,19117,25006,19876,27562,0,0,0,0,0,0,老胡家的刀法,67,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,80,0,0,0,190,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
137,燃木刀法,21951,-4956,19876,27562,0,0,0,0,0,0,少林七十二絕技之刀法,65,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,70,0,0,0,170,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
138,玄虛刀法,-14171,-5451,19876,27562,0,0,0,0,0,0,武當派的刀法,64,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70,0,0,0,170,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
139,血刀經,-6746,19876,26552,0,0,0,0,0,0,0,血刀門的絕學,63,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,10,0,0,0,150,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
140,夫妻刀法,-11612,25769,19876,27562,0,0,0,0,0,0,為心愛的人做一頓早餐,62,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,60,0,0,0,150,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
141,金烏刀法,-2134,20911,19876,27562,0,0,0,0,0,0,陽光普照，冰雪融化,61,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,50,0,0,0,130,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
142,反兩儀刀法,-12380,-7512,-2373,19876,27562,0,0,0,0,0,華山派的刀法,60,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,50,0,0,0,130,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
143,五虎斷門刀,-21084,-5462,24514,-1622,19876,0,0,0,0,0,秦家寨的刀法,59,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,40,0,0,0,110,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
144,飛狐外傳,-18259,-20310,32421,-14410,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
145,雪山飛狐,-18509,29604,-18259,-20310,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
146,連城訣,29619,-20309,23219,0,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
147,天龍八部,-11868,29632,19364,-24141,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
148,射鵰英雄傳,26542,-6157,24237,-20554,-14410,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
149,白馬嘯西風,-10843,-22352,21436,-5978,-18515,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
